gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2836968572	StillImage	image/jpeg	https://observation.org/photos/17031804.jpg							Sebastian Schröder-Esch			http://creativecommons.org/licenses/by-nc-sa/4.0/	Sebastian Schröder-Esch
2836968572	StillImage	image/jpeg	https://observation.org/photos/17031802.jpg							Sebastian Schröder-Esch			http://creativecommons.org/licenses/by-nc-sa/4.0/	Sebastian Schröder-Esch
2836968572	StillImage	image/jpeg	https://observation.org/photos/17031803.jpg							Sebastian Schröder-Esch			http://creativecommons.org/licenses/by-nc-sa/4.0/	Sebastian Schröder-Esch
2836968516	StillImage	image/jpeg	https://observation.org/photos/17364969.jpg							Sem Jongeling			http://creativecommons.org/licenses/by-nc-nd/4.0/	Sem Jongeling
2836968307	StillImage	image/jpeg	https://observation.org/photos/16652891.jpg							Wilma van Holten			All rights reserved	Wilma van Holten
2836952015	StillImage	image/jpeg	https://observation.org/photos/19592401.jpg							Nico de Vries			All rights reserved	Nico de Vries
2836940324	StillImage	image/jpeg	https://observation.org/photos/16479554.jpg							Julien Preud'homme			http://creativecommons.org/licenses/by-nc/4.0/	Julien Preud'homme
2836940065	StillImage	image/jpeg	https://observation.org/photos/16499749.jpg							Julien Preud'homme			http://creativecommons.org/licenses/by-nc/4.0/	Julien Preud'homme
2836938161	StillImage	image/jpeg	https://observation.org/photos/16405394.jpg							Sylvain Mahieu			http://creativecommons.org/licenses/by-nc-nd/4.0/	Sylvain Mahieu
2836932639	StillImage	image/jpeg	https://observation.org/photos/17012259.jpg							Jan Koreneef			http://creativecommons.org/licenses/by-nc-nd/4.0/	Jan Koreneef
2836932639	StillImage	image/jpeg	https://observation.org/photos/17012264.jpg							Jan Koreneef			http://creativecommons.org/licenses/by-nc-nd/4.0/	Jan Koreneef
